FTC_LOG [2017-08-08 10:46:43:4643]  TCP SERVER LISTEN : /172.16.0.200:65000
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917141537 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000013484.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917317478 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000013485.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917442450 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000014977.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917565155 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000019476.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917688616 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000019478.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917813587 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026981.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557917935915 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005602.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557918289308 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005603.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557918435045 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026982.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557918576251 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067007.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557918699334 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067002.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557918838652 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067018.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919132391 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005805.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919310220 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005806.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919451426 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005804.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919588478 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005808.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919737991 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005834.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557919864850 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066982.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920009454 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066983.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920132537 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066981.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920253732 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066979.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920380214 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066980.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920501032 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066977.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920665646 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005802.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920795525 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005803.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557920914833 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005801.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921059815 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066997.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921190449 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067015.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921319951 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066996.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921437371 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000003914.JPG]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921589526 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000003915.JPG]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921720538 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026978.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557921850040 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077476.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557922006725 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077482.jpg]
FTC_LOG [2017-08-08 11:01:17:117]   下载添加:92557922145288 [https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077488.jpg]
FTC_LOG [2017-08-08 11:01:17:117]  下载队列 移除 任务: [92556748116467 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/BBWL364.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:18:118]  下载队列 移除 任务: [92556748293540 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL1001.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:19:119]  下载队列 移除 任务: [92556748470237 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFYX1703.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:19:119]  下载队列 移除 任务: [92556748615218 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFYX1704.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:20:120]  下载队列 移除 任务: [92556748838354 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/HSCS91.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:20:120]  下载队列 移除 任务: [92556748996172 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/LT0801.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:21:121]  下载队列 移除 任务: [92556749132470 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/LT7D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:21:121]  下载队列 移除 任务: [92556749268390 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/QQWJ01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:22:122]  下载队列 移除 任务: [92556749403555 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL180D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:22:122]  下载队列 移除 任务: [92556749536455 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL240D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:22:122]  下载队列 移除 任务: [92556749669355 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL240D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:23:123]  下载队列 移除 任务: [92556749799612 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL40D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:23:123]  下载队列 移除 任务: [92556749934022 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL40D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:24:124]  下载队列 移除 任务: [92556750077870 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL60D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:24:124]  下载队列 移除 任务: [92556750209638 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/BBWL182.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:25:125]  下载队列 移除 任务: [92556750341027 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/BBWL35.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:26:126]  下载队列 移除 任务: [92556750485631 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/BBWL63.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:26:126]  下载队列 移除 任务: [92556750617398 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/BBWL91.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:27:127]  下载队列 移除 任务: [92556751000995 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZO1300.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:27:127]  下载队列 移除 任务: [92556751162967 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZP17FD.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:28:128]  下载队列 移除 任务: [92556751294356 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZP17FC.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:28:128]  下载队列 移除 任务: [92556751431787 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZP17FB.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:29:129]  下载队列 移除 任务: [92556751593758 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZO1302.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:29:129]  下载队列 移除 任务: [92556751731189 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/PBZO1306.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:30:130]  下载队列 移除 任务: [92556751895426 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL60D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:30:130]  下载队列 移除 任务: [92556752043428 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL63.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:31:131]  下载队列 移除 任务: [92556752180858 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL90D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:31:131]  下载队列 移除 任务: [92556752329615 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL90D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:32:132]  下载队列 移除 任务: [92556752466290 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL98.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:32:132]  下载队列 移除 任务: [92556752601455 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL120D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:33:133]  下载队列 移除 任务: [92556752738886 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL126.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:33:133]  下载队列 移除 任务: [92556752883490 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL147.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:34:134]  下载队列 移除 任务: [92556753070380 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL189.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:34:134]  下载队列 移除 任务: [92556753280679 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/AXTL273.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:35:135]  下载队列 移除 任务: [92556753451712 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL350.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:35:135]  下载队列 移除 任务: [92556753642378 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL360D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:36:136]  下载队列 移除 任务: [92556753785471 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL360D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:36:136]  下载队列 移除 任务: [92556753955749 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/WY1001.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:37:137]  下载队列 移除 任务: [92556754107527 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/WY1002.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:37:137]  下载队列 移除 任务: [92556754260815 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZH1730.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:38:138]  下载队列 移除 任务: [92556754424296 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/AXTL77.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:38:138]  下载队列 移除 任务: [92556754593819 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/CFWL42.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:39:139]  下载队列 移除 任务: [92556754832057 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/QQWJ28.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:39:139]  下载队列 移除 任务: [92556755004978 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL120D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:40:140]  下载队列 移除 任务: [92556755157510 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL150D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:41:141]  下载队列 移除 任务: [92556755332696 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL150D02.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:41:141]  下载队列 移除 任务: [92556755507505 # https://image.mybank.icbc.com.cn/picture/Perfinancingproduct/ZL180D01.pdf] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:41:141]  下载队列 移除 任务: [92557914462399 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066493.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:42:142]  下载队列 移除 任务: [92557915185042 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066494.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:42:142]  下载队列 移除 任务: [92557915371554 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066501.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:43:143]  下载队列 移除 任务: [92557915544853 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000068981.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:43:143]  下载队列 移除 任务: [92557915764213 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000068980.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:44:144]  下载队列 移除 任务: [92557915912215 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000068992.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:44:144]  下载队列 移除 任务: [92557916070411 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000071485.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:45:145]  下载队列 移除 任务: [92557916204821 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000071478.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:45:145]  下载队列 移除 任务: [92557916342251 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000071476.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:46:146]  下载队列 移除 任务: [92557916467600 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000050484.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:46:146]  下载队列 移除 任务: [92557916597857 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000050478.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:46:146]  下载队列 移除 任务: [92557916729624 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000050483.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:47:147]  下载队列 移除 任务: [92557916859125 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000047977.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:47:147]  下载队列 移除 任务: [92557917012413 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000047978.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:48:148]  下载队列 移除 任务: [92557917141537 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000013484.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:48:148]  下载队列 移除 任务: [92557917317478 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000013485.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:49:149]  下载队列 移除 任务: [92557917442450 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000014977.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:50:150]  下载队列 移除 任务: [92557917565155 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000019476.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:50:150]  下载队列 移除 任务: [92557917688616 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000019478.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:50:150]  下载队列 移除 任务: [92557917813587 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026981.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:51:151]  下载队列 移除 任务: [92557917935915 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005602.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:51:151]  下载队列 移除 任务: [92557918289308 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005603.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:52:152]  下载队列 移除 任务: [92557918435045 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026982.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:52:152]  下载队列 移除 任务: [92557918576251 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067007.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:53:153]  下载队列 移除 任务: [92557918699334 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067002.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:53:153]  下载队列 移除 任务: [92557918838652 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067018.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:54:154]  下载队列 移除 任务: [92557919132391 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005805.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:54:154]  下载队列 移除 任务: [92557919310220 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005806.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:54:154]  下载队列 移除 任务: [92557919451426 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005804.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:55:155]  下载队列 移除 任务: [92557919588478 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005808.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:55:155]  下载队列 移除 任务: [92557919737991 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005834.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:56:156]  下载队列 移除 任务: [92557919864850 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066982.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:56:156]  下载队列 移除 任务: [92557920009454 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066983.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:57:157]  下载队列 移除 任务: [92557920132537 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066981.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:57:157]  下载队列 移除 任务: [92557920253732 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066979.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:58:158]  下载队列 移除 任务: [92557920380214 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066980.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:58:158]  下载队列 移除 任务: [92557920501032 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066977.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:58:158]  下载队列 移除 任务: [92557920665646 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005802.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:01:59:159]  下载队列 移除 任务: [92557920795525 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005803.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:00:20]  下载队列 移除 任务: [92557920914833 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000005801.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:00:20]  下载队列 移除 任务: [92557921059815 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066997.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:00:20]  下载队列 移除 任务: [92557921190449 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000067015.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:01:21]  下载队列 移除 任务: [92557921319951 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000066996.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:01:21]  下载队列 移除 任务: [92557921437371 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000003914.JPG] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:02:22]  下载队列 移除 任务: [92557921589526 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000003915.JPG] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:02:22]  下载队列 移除 任务: [92557921720538 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000026978.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:03:23]  下载队列 移除 任务: [92557921850040 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077476.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:03:23]  下载队列 移除 任务: [92557922006725 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077482.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:02:04:24]  下载队列 移除 任务: [92557922145288 # https://image.mybank.icbc.com.cn//picture/creditCard/cardPicture/C000077488.jpg] ,当前下载中 任务数: 0
FTC_LOG [2017-08-08 11:07:04:74]  关闭: m.tcps.s.ClientConnect@18b7f9 sun.nio.ch.WindowsAsynchronousSocketChannelImpl[closed]
